3,6,3
3,7,2
3,7,3
4,13,6
4,14,5
4,14,6
5,26,13
5,27,12
5,27,13
5,28,11
5,28,12
5,28,13
5,29,11
5,29,13
6,53,27
6,54,25
6,54,26
6,54,27
6,55,24
6,55,25
6,55,26
6,55,27
6,56,23
6,56,24
6,56,25
6,56,26
6,56,28
6,57,22
6,57,23
6,57,24
6,57,25
6,57,26
6,57,27
6,58,22
6,58,23
6,59,27
7,107,54
7,107,55
7,108,54
7,108,55
7,109,50
7,109,51
7,109,52
7,109,53
7,109,54
7,110,49
7,110,50
7,110,51
7,110,52
7,110,53
7,110,54
7,110,55
7,111,50
7,111,51
7,112,49
7,112,50
7,112,51
7,112,56
7,113,46
7,113,47
7,113,48
7,113,49
7,113,50
7,113,51
7,113,52
7,114,45
7,114,46
7,114,47
7,114,48
7,114,49
7,114,50
7,114,53
7,114,54
7,114,55
7,115,46
7,115,47
7,116,45
7,116,46
7,118,55
8,215,108
8,215,109
8,215,110
8,216,108
8,216,109
8,216,110
8,217,109
8,218,107
8,218,108
8,219,101
8,219,102
8,219,103
8,219,106
8,219,107
8,219,108
8,220,101
8,220,102
8,220,103
8,220,104
8,220,105
8,220,106
8,220,107
8,221,101
8,221,102
8,221,103
8,221,104
8,221,105
8,221,108
8,221,109
8,221,110
8,221,99
8,222,100
8,222,101
8,222,102
8,222,103
8,223,100
8,223,101
8,223,102
8,224,100
8,224,101
8,224,102
8,224,113
8,225,100
8,225,101
8,225,102
8,225,98
8,225,99
8,226,100
8,226,101
8,226,102
8,226,98
8,226,99
8,227,100
8,227,101
8,227,102
8,227,103
8,227,104
8,227,105
8,227,93
8,227,94
8,227,95
8,227,96
8,227,97
8,227,98
8,227,99
8,228,100
8,228,107
8,228,109
8,228,110
8,228,91
8,228,92
8,228,93
8,228,94
8,228,95
8,228,96
8,228,97
8,228,98
8,228,99
8,229,107
8,229,108
8,229,91
8,229,92
8,229,93
8,229,94
8,229,95
8,229,97
8,230,92
8,230,93
8,230,94
8,231,92
8,231,93
8,231,94
8,232,91
8,232,92
8,232,93
8,233,91
8,233,92
8,237,110
9,430,220
9,431,217
9,431,218
9,431,220
9,432,219
9,432,220
9,433,217
9,433,219
9,434,219
9,436,216
9,436,217
9,437,215
9,437,216
9,437,217
9,438,206
9,438,207
9,438,214
9,438,215
9,438,216
9,438,217
9,439,203
9,439,204
9,439,205
9,439,206
9,439,207
9,439,212
9,439,213
9,439,214
9,439,215
9,440,203
9,440,204
9,440,205
9,440,206
9,440,207
9,440,208
9,440,209
9,440,211
9,440,212
9,440,213
9,440,214
9,441,204
9,441,205
9,441,206
9,441,207
9,441,208
9,441,209
9,441,210
9,441,211
9,442,203
9,442,204
9,442,205
9,442,206
9,442,207
9,442,208
9,442,209
9,442,210
9,442,217
9,442,220
9,443,198
9,443,202
9,443,203
9,443,204
9,443,205
9,443,206
9,443,207
9,443,208
9,444,201
9,444,202
9,444,203
